SetFilePointer,SetFilePointerEx,GetFileSize,GetFileSizeEx,GetFileType,NtReadFile,NtWriteFile,CryptAcquireContextW,CreateThread,NtResumeThread,NtGetContextThread,NtSetContextThread,CreateProcessInternalW,NtOpenProcess,Process32NextW,Process32FirstW,NtTerminateProcess,RegCloseKey,RegCreateKeyExW,RegDeleteKeyW,RegQueryValueExW,RegSetValueExW,RegEnumKeyExA,RegOpenKeyExW,NtQueryValueKey,NtOpenKey,socket,shutdown,sendto,connect,bind,listen,accept,recv,send,InternetReadFile,
35339,7122,1098,822,183,44010,72351,18,664,288,17,14,120,26927,64079,1965,292,42818,2319,0,43287,1257,1129,54320,59294,52820,12,23,6886,6,69,1,3,29,16,981,Locky
35339,7122,1098,822,183,44011,72352,18,665,289,17,14,120,26927,64079,1965,292,42823,2319,0,43288,1257,1129,54324,59300,52827,12,23,6886,6,69,1,3,29,16,981,Locky
35339,7122,1098,822,183,44012,72353,18,666,290,17,14,120,26927,64079,1965,292,42828,2319,0,43289,1257,1129,54329,59306,52834,12,23,6886,6,69,1,3,29,16,981,Locky
35339,7122,1098,822,183,44013,72354,18,667,291,17,14,120,26927,64079,1965,292,42833,2319,0,43290,1257,1129,54333,59312,52841,12,23,6886,6,69,1,3,29,16,981,Locky
35339,7122,1098,822,183,44014,72355,18,668,292,17,14,120,26927,64079,1965,292,42838,2319,0,43291,1257,1129,54337,59318,52848,12,23,6886,6,69,1,3,29,16,981,Locky
35339,7122,1098,822,183,44015,72356,18,669,293,19,15,121,26927,64079,1965,295,42840,2319,0,43291,1257,1129,54339,59332,52875,12,23,6886,6,69,1,3,29,16,981,Locky
37725,7408,1127,870,194,46679,76789,19,842,301,19,15,125,43839,64079,1965,304,45263,2454,0,45670,1335,1151,57153,59410,53065,12,23,6886,6,69,1,3,29,16,981,Locky
37725,7408,1127,870,194,46680,76790,19,843,302,19,15,125,43839,64079,1965,304,45268,2454,0,45671,1335,1151,57158,59416,53072,12,23,6886,6,69,1,3,29,16,981,Locky
37725,7408,1127,870,194,46681,76791,19,844,303,19,15,125,43839,64079,1965,304,45273,2454,0,45672,1335,1151,57162,59422,53079,12,23,6886,6,69,1,3,29,16,981,Locky
40007,7409,1213,908,194,60574,81274,19,863,311,20,15,133,44070,64079,1965,328,45909,2494,1,48208,1339,1151,57998,66292,54114,12,23,6886,6,69,1,3,29,16,981,Locky
40007,7409,1213,908,194,60575,81275,19,864,312,20,15,133,44070,64079,1965,328,45914,2494,1,48209,1339,1151,58002,66298,54121,12,23,6886,6,69,1,3,29,16,981,Locky
40007,7409,1213,908,194,60576,81276,19,865,313,20,15,133,44070,64079,1965,328,45919,2494,1,48210,1339,1151,58006,66304,54128,12,23,6886,6,69,1,3,29,16,981,Locky
40007,7409,1213,908,194,60577,81277,19,866,314,20,15,133,44070,64079,1965,328,45924,2494,1,48211,1339,1151,58010,66310,54135,12,23,6886,6,69,1,3,29,16,981,Locky
40007,7409,1213,908,194,60578,81278,19,867,315,20,15,133,44070,64079,1965,328,45929,2494,1,48212,1339,1151,58015,66316,54142,12,23,6886,6,69,1,3,29,16,981,Locky
40007,7409,1215,908,194,60580,81279,19,870,317,21,16,134,44070,64079,1965,331,45932,2494,1,48213,1339,1151,58018,66332,54171,12,23,6886,6,69,1,3,29,16,981,Locky
40007,7409,1215,908,194,60581,81280,19,871,318,21,16,134,44070,64079,1965,331,45937,2494,1,48214,1339,1151,58022,66338,54178,12,23,6886,6,69,1,3,29,16,981,Locky
42394,7454,1251,971,206,63022,85716,20,1028,326,21,16,138,59925,64079,1965,340,48080,2631,2,50415,1420,1177,60514,66559,54365,12,23,6886,6,69,1,3,29,16,981,Locky
42394,7454,1251,971,206,63023,85717,20,1029,327,21,16,138,59925,64079,1965,340,48085,2631,2,50416,1420,1177,60518,66565,54372,12,23,6886,6,69,1,3,29,16,981,Locky
42394,7454,1251,971,206,63024,85718,20,1030,328,21,16,138,59925,64079,1965,340,48090,2631,2,50417,1420,1177,60522,66571,54379,12,23,6886,6,69,1,3,29,16,981,Locky
42394,7454,1251,971,206,63343,85720,20,1033,328,21,16,139,59925,64079,1965,341,48092,2631,2,50417,1420,1177,60524,66585,54406,12,23,6886,6,69,1,3,29,16,981,Locky
42394,7454,1251,971,206,63344,85721,20,1034,329,21,16,139,59925,64079,1965,341,48097,2631,2,50418,1420,1177,60529,66591,54413,12,23,6886,6,69,1,3,29,16,981,Locky
42394,7454,1251,971,206,63345,85722,20,1035,330,21,16,139,59925,64079,1965,341,48102,2631,2,50419,1420,1177,60533,66597,54420,12,23,6886,6,69,1,3,29,16,981,Locky
42394,7454,1252,971,206,63347,85723,20,1037,331,21,16,139,59925,64079,1965,341,48147,2639,2,50456,1422,1177,60576,66599,54428,12,23,6886,6,69,1,3,29,16,981,Locky
42394,7454,1252,971,206,63348,85724,20,1038,332,21,16,139,59925,64079,1965,341,48152,2639,2,50457,1422,1177,60580,66609,54450,12,23,6886,6,69,1,3,29,16,981,Locky
42394,7454,1252,971,206,63349,85725,20,1039,333,21,16,139,59925,64079,1965,341,48157,2639,2,50458,1422,1177,60584,66615,54457,12,23,6886,6,69,1,3,29,16,981,Locky
42394,7454,1252,971,206,63350,85726,20,1040,334,21,16,139,59925,64079,1965,341,48162,2639,2,50459,1422,1177,60588,66621,54464,12,23,6886,6,69,1,3,29,16,981,Locky
44771,8083,1308,1024,218,66387,90180,21,1056,342,21,16,143,60070,64079,1965,350,50464,2781,2,52752,1503,1238,63155,67584,54700,12,24,6886,6,72,1,3,29,16,981,Locky
44771,8083,1308,1024,218,66388,90181,21,1057,343,21,16,143,60070,64079,1965,350,50507,2786,2,52784,1505,1238,63194,67590,54713,12,24,6886,6,72,1,3,29,16,981,Locky
45397,8810,1364,1080,230,67748,91148,22,1077,352,22,17,148,60227,64079,1965,362,52638,2923,2,54823,1586,1264,65681,68468,54928,12,24,6886,6,72,1,3,29,16,981,Locky
45405,8810,1366,1080,230,67772,91175,22,1078,353,23,18,149,60227,64079,1965,365,52881,2935,2,54993,1590,1296,65829,68491,54974,12,25,6886,6,76,1,3,29,16,981,Locky
45405,8810,1366,1080,230,67773,91176,22,1079,354,23,18,149,60227,64079,1965,365,52886,2935,2,54994,1590,1296,65833,68497,54981,12,25,6886,6,76,1,3,29,16,981,Locky
